#	SYM	#
#1	NUM	#1
#2	SYM	#2
#aivot	NOUN	#aivot
#aivoviikko	NOUN	#aivo#viikko
#alkoholilaki	NOUN	#alkoholi#laki
#amistenpuolella	X	#amistenpuolella
#ammatillinenkoulutus	NOUN	#ammatillinen#koulutus
#blogit	NOUN	#blogi
#cmoref1	X	#cmoref1
#dog	X	#dog
#esimerkki	NOUN	#esimerkki
#esimiestyö	NOUN	#esi#mies#työ
#eslonecologne	X	#ESLOneCologne
#eurojatalous	X	#eurojatalous
#finanssiala	NOUN	#finanssi#ala
#finland100	X	#finland100
#finnishlapphund	X	#finnishlapphund
#forest	X	#forest
#hashtag	X	#hashtag
#hctps:n	PROPN	#HCTPS
#helsinki	PROPN	#Helsinki
#hyvinvointi	NOUN	#hyvin#vointi
#intiaanipäähinegate:n	NOUN	#intiaani#päähine#gate
#itsensäjohtaminen	X	#itsensäjohtaminen
#johtaminen	NOUN	#johtaminen
#jännä	ADJ	#jännä
#kansijaareena	X	#kansijaareena
#kiitollisuuskalenteri	NOUN	#kiitollisuus#kalenteri
#koira	NOUN	#koira
#kookoo	PROPN	#KooKoo
#kopla	PROPN	#Kopla
#kott2016	X	#kott2016
#koulu17	X	#koulu17
#koulutus	NOUN	#koulutus
#kuluttaminen	NOUN	#kuluttaminen
#kuopio	PROPN	#Kuopio
#kups	PROPN	#KuPS
#kuvakulma	NOUN	#kuva#kulma
#liiga	PROPN	#Liiga
#luonto	NOUN	#luonto
#luontokuva	NOUN	#luonto#kuva
#luontopolku	NOUN	#luonto#polku
#luontotwiitti	NOUN	#luonto#twiitti
#maksuliiketilastot	NOUN	#maksu#liike#tilasto
#media	NOUN	#media
#mekaanikko'ja	NOUN	mekaanikko
#metsä	NOUN	#metsä
#nature	X	#nature
#nevöföget	X	#nevöföget
#nuoret	NOUN	#nuori
#oikea	ADJ	#oikea
#oscarit	PROPN	#Oscar
#ostatyötäsuomeen	X	#ostatyötäsuomeen
#ostokset	NOUN	#ostos
#palaute	NOUN	#palaute
#palokunta	NOUN	#palo#kunta
#passion	X	#passion
#peliaddiktio	NOUN	#peli#addiktio
#peliriippuvuus	NOUN	#peli#riippuvuus
#pesis	NOUN	#pesis
#photography	X	#photography
#pielavesi	PROPN	#Pielavesi
#pitkospuut	NOUN	#pitkos#puut
#porraspäivät	NOUN	#porras#päivät
#pyöräily	NOUN	#pyöräily
#raskausaika	NOUN	#raskaus#aika
#rekry	NOUN	#rekry
#rekrykoulutus-hakuaikaa	NOUN	#RekryKoulutus#haku#aika
#ruokatauolla	NOUN	#ruoka#tauko
#sairaus	NOUN	#sairaus
#salibandy	NOUN	#sali#bandy
#sikiö	NOUN	#sikiö
#sorisiitä	X	#sorisiitä
#srvrakentaa	X	#SRVrakentaa
#stressi	NOUN	#stressi
#suomenlapinkoira	NOUN	#suomen#lapin#koira
#suomi100	PROPN	#suomi100
#suomiareena	PROPN	#suomi#areena
#susijengi	PROPN	#Susijengi
#tautiluokitus	NOUN	#tauti#luokitus
#testiin	NOUN	#testi
#tietovuoto	NOUN	#tieto#vuoto
#tutkimus	NOUN	#tutkimus
#tvof	PROPN	#tvof
#työ	NOUN	#työ
#työilmapiiri	NOUN	#työ#ilma#piiri
#työpaikat	NOUN	#työ#paikka
#unelmaduuni	NOUN	#unelma#duuni
#uusivaihtoehto	X	#uusivaihtoehto
#uutisvahti	NOUN	#uutis#vahti
#uv	NOUN	#uv
#vakuutus	NOUN	#vakuutus
#varusmiestenkuntotesti	X	#varusmiestenkuntotesti
#vastuu	NOUN	#vastuu
#viestikoelaitos	NOUN	#viesti#koe#laitos
#vpk	PROPN	#vpk
#who	PROPN	#WHO
#yrityskulttuuri	NOUN	#yritys#kulttuuri
%:	NOUN	%
%:een	NOUN	%
%:iin	NOUN	%
%:lla	NOUN	%
%:lla	SYM	%
%:n	NOUN	%
%:n	SYM	%
%:sta	NOUN	%
aamupalalla	NOUN	aamu#pala
aamupalan	NOUN	aamu#pala
aamupesuissa	NOUN	aamu#pesu
aamupesujen	NOUN	aamu#pesu
aamupostia	NOUN	aamu#posti
aamupuurollekin	NOUN	aamu#puuro
aamupäivällä	NOUN	aamu#päivä
aamupäivän	NOUN	aamu#päivä
aamupäivänä	NOUN	aamu#päivä
aamusäteiden	NOUN	aamu#säde
aamutoimittajista	NOUN	aamu#toimittaja
aamutorilla	NOUN	aamu#tori
aamuun	NOUN	aamu
aamuviideltä	NUM	aamu#viisi
aamuvuoron	NOUN	aamu#vuoro
aamuyöhön	NOUN	aamu#yö
aamuyöllä	NOUN	aamu#yö
aamuyöstä	NOUN	aamu#yö
aarnion	PROPN	Aarnio
aarretta	NOUN	aarre
aarrettamme	NOUN	aarre
aarteet	NOUN	aarre
aarteiden	NOUN	aarre
aarteita	NOUN	aarre
aasiaa	PROPN	Aasia
aasiaan	PROPN	Aasia
aasian	PROPN	Aasia
aasiassa	PROPN	Aasia
aasiassakin	PROPN	Aasia
aasiasta	PROPN	Aasia
aasien	NOUN	aasi
aataminasussa	NOUN	aatami#asu
aatelisen	NOUN	aatelinen
aateliset	NOUN	aatelinen
aatelisperheet	NOUN	aatelis#perhe
aateliston	NOUN	aatelisto
aatelistosta	NOUN	aatelisto
aatetta	NOUN	aate
aatonaattona	NOUN	aaton#aatto
aatteelliseksi	ADJ	aatteellinen
aatteellisilla	ADJ	aatteellinen
aattoa	NOUN	aatto
aatu-tapahtumaa	NOUN	AATU#tapahtuma
aatuna	PROPN	Aatu
aaveet	NOUN	aave
aavikkosaaresta	NOUN	aavikko#saari
aavikoilla	NOUN	aavikko
aavikolle	NOUN	aavikko
aavikon	NOUN	aavikko
aavista	VERB	aavistaa
aavistustakaan	NOUN	aavistus
ab:n	PROPN	AB
abakumovia	PROPN	Abakumov
abbazian	PROPN	Abbazia
abbodopia	PROPN	Abbodop
abbodopin	PROPN	Abbodop
abbotsfordin	PROPN	Abbotsford
abbotsfordissa	PROPN	Abbotsford
abc:lle	NOUN	ABC
abebaan	PROPN	Abeba
abebassa	PROPN	Abeba
abi-päivä	NOUN	ABI#päivä
abi-päivän	NOUN	ABI#päivä
abien	NOUN	abi
abin	NOUN	abi
abit	NOUN	abi
abiturienteista	NOUN	abiturientti
abiturientit	NOUN	abiturientti
abl:t	NOUN	ABL
aboriginaalien	NOUN	aboriginaali
aboriginaalit	NOUN	aboriginaali
aborttiin	NOUN	abortti
aborttilain	NOUN	abortti#laki
absojen	PROPN	Absot
absoluuttisesta	ADJ	absoluuttinen
absurdeja	ADJ	absurdi
absurdia	ADJ	absurdi
accenturelaisilla	NOUN	accenturelainen
accenturelaisten	NOUN	accenturelainen
accenturella	PROPN	Accenture
accenturelta	PROPN	Accenture
accenturen	PROPN	Accenture
accenturessa	PROPN	Accenture
acetosellan	PROPN	acetosella
acilisenen	PROPN	Acilisen
actrpid-	PROPN	Actrapid
ad.	ADP	ad
adarnasen	PROPN	Adarnas
addenbrooken	PROPN	Addenbrooke
adderleyn	PROPN	Adderley
addressiin	NOUN	adressi
adenauerin	PROPN	Adenauer
adingdonin	PROPN	Adingdon
admiralilla	PROPN	Admiral
adp:n	PROPN	ADP
adrenaliinia	NOUN	adrenaliini
adrenalin-infuusio	NOUN	adrenalin#infuusio
adresseja	NOUN	adressi
adressin	NOUN	adressi
adrianmereen	PROPN	Adrianmeri
adrianmerellä	PROPN	Adrianmeri
ads:n	PROPN	ADS
adventuren	PROPN	Adventure
aegee-turun	PROPN	AEGEE-Turku
aegee:n	PROPN	AEGEE
aeraj	NOUN	aita
aerobic-housut	NOUN	aerobic#housut
aerobiologian	NOUN	aero#biologia
aerodynaamisella	ADJ	aerodynaaminen
aerodynamiikan	NOUN	aerodynamiikka
aeromolvia	PROPN	Aeromolv
afganistanin	PROPN	Afganistan
afganistanissa	PROPN	Afganistan
afrikan	PROPN	Afrikka
afrikassa	PROPN	Afrikka
afrikasta	PROPN	Afrikka
afrikkalaisempaa	ADJ	afrikkalainen
afrikkalaista	ADJ	afrikkalainen
afrikkalaisten	ADJ	afrikkalainen
agalmatofiliasta	PROPN	Agalmatofilia
agentteja	NOUN	agentti
agenttina	NOUN	agentti
agf:n	PROPN	AGF
agf:ssä	PROPN	AGF
agglutinoiviksi	ADJ	agglutinoiva
aggressiivisella	ADJ	aggressiivinen
aggressiiviselta	ADJ	aggressiivinen
aggressiivisia	ADJ	aggressiivinen
aggressiivisimman	ADJ	aggressiivinen
aggressiivisin	ADJ	aggressiivinen
aggressiivisuutta	NOUN	aggressiivisuus
aggressiota	NOUN	aggressio
agilaa	PROPN	Agila
agilan	PROPN	Agila
agilasta	PROPN	Agila
agnesille	PROPN	Agnes
agnesin	PROPN	Agnes
agoralla	NOUN	agora
agricolaa	PROPN	Agricola
agricolan	PROPN	Agricola
agricolantutkimuksen	NOUN	Agricolan#tutkimus
ahdasmieliseen	ADJ	ahdas#mielinen
ahdinkoon	NOUN	ahdinko
ahdistavaa	ADJ	ahdistava
ahdistavilta	ADJ	ahdistava
ahdisti	VERB	ahdistaa
ahdistui	VERB	ahdistua
ahdistuksemme	NOUN	ahdistus
ahdistuksen	NOUN	ahdistus
ahdistun	VERB	ahdistua
ahdistuneemmaksi	ADJ	ahdistunut
ahdistuneempi	ADJ	ahdistunut
ahdistuneen	ADJ	ahdistunut
ahdistuneisuutta	NOUN	ahdistuneisuus
ahdistunut	VERB	ahdistua
ahdistusta	NOUN	ahdistus
ahdistuu	VERB	ahdistua
aherrusta	NOUN	aherrus
ahervon	PROPN	Ahervo
ahkeraa	ADJ	ahkera
ahkeraan	ADJ	ahkera
ahkerammin	ADV	ahkerasti
ahkerien	ADJ	ahkera
ahkerimmin	ADV	ahkerasti
ahkeroitu	VERB	ahkeroida
ahmivat	VERB	ahmia
ahneutta	NOUN	ahneus
aholan	PROPN	Ahola
ahon	PROPN	Aho
ahtaat	ADJ	ahdas
ahtaita	ADJ	ahdas
ahtauduin	VERB	ahtautua
ahtautui	VERB	ahtautua
ahtautumaan	VERB	ahtautua
ahteria	NOUN	ahteri
ahterin	NOUN	ahteri
ahterinsa	NOUN	ahteri
ahtisaarelle	PROPN	Ahtisaari
ahtisaaren	PROPN	Ahtisaari
ahvenanmaalla	PROPN	Ahvenanmaa
ahventa	NOUN	ahven
ai	AUX	ei
aidan	NOUN	aita
aidannu	VERB	aidata
aidasta	NOUN	aita
aidatuilla	VERB	aidata
aidoissa	ADJ	aito
aidoksi	ADJ	aito
aidolla	ADJ	aito
aidonnäköisiä	ADJ	aidon#näköinen
aidsiin	NOUN	aids
aiemmalle	ADJ	aiempi
aiemman	ADJ	aiempi
aiemmasta	ADJ	aiempi
aiemmat	ADJ	aiempi
aiemmilta	ADJ	aiempi
aiemminkin	ADV	aiemmin
aiemmista	ADJ	aiempi
aiempaa	ADJ	aiempi
aiempaan	ADJ	aiempi
aiempien	ADJ	aiempi
aigeianmerestä	PROPN	Aigeianmeri
aihealueissa	NOUN	aihe#alue
aiheeksi	NOUN	aihe
aiheelliseksi	ADJ	aiheellinen
aiheellisia	ADJ	aiheellinen
aiheellista	ADJ	aiheellinen
aiheellisuudesta	NOUN	aiheellisuus
aiheeltaan	NOUN	aihe
aiheen	NOUN	aihe
aiheena	NOUN	aihe
aiheeseen	NOUN	aihe
aiheessani	NOUN	aihe
aiheesta	NOUN	aihe
aiheet	NOUN	aihe
aiheisista	ADJ	aiheinen
aiheista	NOUN	aihe
aiheita	NOUN	aihe
aihetta	NOUN	aihe
aihettaan	NOUN	aihe
aiheudu	VERB	aiheutua
aiheuta	VERB	aiheuttaa
aiheutettua	VERB	aiheuttaa
aiheutettuja	VERB	aiheuttaa
aiheuttaako	VERB	aiheuttaa
aiheuttaen	VERB	aiheuttaa
aiheuttaisi	VERB	aiheuttaa
aiheuttajia	NOUN	aiheuttaja
aiheuttajista	NOUN	aiheuttaja
aiheuttama	VERB	aiheuttaa
aiheuttamaa	VERB	aiheuttaa
aiheuttamaan	VERB	aiheuttaa
aiheuttaman	VERB	aiheuttaa
aiheuttamasta	VERB	aiheuttaa
aiheuttamat	VERB	aiheuttaa
aiheuttamatta	VERB	aiheuttaa
aiheuttamia	VERB	aiheuttaa
aiheuttamien	VERB	aiheuttaa
aiheuttamiin	VERB	aiheuttaa
aiheuttamilta	VERB	aiheuttaa
aiheuttamiseen	NOUN	aiheuttaminen
aiheuttaneet	VERB	aiheuttaa
aiheuttanut	VERB	aiheuttaa
aiheuttavan	VERB	aiheuttaa
aiheuttavat	VERB	aiheuttaa
aiheutti	VERB	aiheuttaa
aiheuttivat	VERB	aiheuttaa
aiheutui	VERB	aiheutua
aiheutuisi	VERB	aiheutua
aiheutuneen	VERB	aiheutua
aiheutunut	VERB	aiheutua
aiheutuu	VERB	aiheutua
aiheutuvaa	VERB	aiheutua
aiheutuvan	VERB	aiheutua
aiheutuvat	VERB	aiheutua
aiheutuvia	VERB	aiheutua
aiheutuvien	VERB	aiheutua
aiheutuviin	VERB	aiheutua
aika-alueen	NOUN	aika#alue
aikaa	NOUN	aika
aikaakaan	NOUN	aika
aikaan	NOUN	aika
aikaani	NOUN	aika
aikaansa	NOUN	aika
aikaansaadun	VERB	aikaan#saada
aikaansaamiseksi	NOUN	aikaansaaminen
aikaansaannoksesta	NOUN	aikaansaannos
aikaansaavat	VERB	aikaan#saada
aikaerosta	NOUN	aika#ero
aikaisemman	ADJ	aikainen
aikaisemmasta	ADJ	aikainen
aikaisemmat	ADJ	aikainen
aikaisemminkin	ADV	aikaisemmin
aikaisemmissa	ADJ	aikainen
aikaisemmista	ADJ	aikainen
aikaisempaa	ADJ	aikainen
aikaisempaakin	ADJ	aikainen
aikaisempaan	ADJ	aikainen
aikaisempi	ADJ	aikainen
aikaisempia	ADJ	aikainen
aikaisen	ADJ	aikainen
aikaisessa	ADJ	aikainen
aikaisista	ADJ	aikainen
aikaista	ADJ	aikainen
aikaisten	ADJ	aikainen
aikaistetaan	VERB	aikaistaa
aikajanan	NOUN	aika#jana
aikakaudella	NOUN	aika#kausi
aikakauden	NOUN	aika#kausi
aikakausien	NOUN	aika#kausi
aikakauteen	NOUN	aika#kausi
aikakautena	NOUN	aika#kausi
aikakautta	NOUN	aika#kausi
aikakäsitykseen	NOUN	aika#käsitys
aikamme	NOUN	aika
aikamuodon	NOUN	aika#muoto
aikamuotoa	NOUN	aika#muoto
aikamuotoja	NOUN	aika#muoto
aikana	NOUN	aika
aikanaan	NOUN	aika
aikanamme	NOUN	aika
aikani	NOUN	aika
aikansa	NOUN	aika
aikasi	NOUN	aika
aikatasolla	NOUN	aika#taso
aikataulua	NOUN	aika#taulu
aikatauluista	NOUN	aika#taulu
aikatauluja	NOUN	aika#taulu
aikataulukiistaan	NOUN	aika#taulu#kiista
aikataulukiistojen	NOUN	aika#taulu#kiista
aikataululla	NOUN	aika#taulu
aikataulun	NOUN	aika#taulu
aikataulussa	NOUN	aika#taulu
aikataulut	NOUN	aika#taulu
aikavälillä	NOUN	aika#väli
aikavälin	NOUN	aika#väli
aikeet	NOUN	aie
aikeistaan	NOUN	aie
aikoen	AUX	aikoa
aikoi	AUX	aikoa
aikoihin	NOUN	aika
aikoina	NOUN	aika
aikoinaan	NOUN	aika
aikoinani	NOUN	aika
aikoja	NOUN	aika
aikojen	NOUN	aika
aikomuksena	NOUN	aikomus
aikomuksenaan	NOUN	aikomus
aikomuksensa	NOUN	aikomus
aikomuksessa	NOUN	aikomus
aikomuksia	NOUN	aikomus
aikomuksiaan	NOUN	aikomus
aikomusta	NOUN	aikomus
aikona	NOUN	aika
aikonut	AUX	aikoa
aikoo	AUX	aikoa
aikooko	AUX	aikoa
aikooko	VERB	aikoa
aikovalle	VERB	aikoa
aikovansa	AUX	aikoa
aikovat	AUX	aikoa
aikuisen	ADJ	aikuinen
aikuisen	NOUN	aikuinen
aikuisena	ADJ	aikuinen
aikuisesta	NOUN	aikuinen
aikuiset	ADJ	aikuinen
aikuiset	NOUN	aikuinen
aikuisia	NOUN	aikuinen
aikuisina	ADJ	aikuinen
aikuisista	NOUN	aikuinen
aikuiskoulutuksen	NOUN	aikuis#koulutus
aikuiskoulutuksesta	NOUN	aikuis#koulutus
aikuismaisessa	ADJ	aikuis#mainen
aikuisten	NOUN	aikuinen
aikuisuuden	NOUN	aikuisuus
aikuisviihteen	NOUN	aikuis#viihde
aikuisväestöstä	NOUN	aikuis#väestö
ailii	PROPN	Aili
ainahan	ADV	aina
ainaisena	ADJ	ainainen
ainaista	ADJ	ainainen
ainaki	ADV	ainakin
aineella	NOUN	aine
aineellisen	ADJ	aineellinen
aineelliset	ADJ	aineellinen
aineen	NOUN	aine
aineenopettajan	NOUN	aineen#opettaja
aineet	NOUN	aine
aineiden	NOUN	aine
aineille	NOUN	aine
aineisiin	NOUN	aine
aineissa	NOUN	aine
aineista	NOUN	aine
aineistoa	NOUN	aineisto
aineistojen	NOUN	aineisto
aineiston	NOUN	aineisto
aineistosta	NOUN	aineisto
aineita	NOUN	aine
ainejärjestöjen	NOUN	aine#järjestö
ainejärjestöjensä	NOUN	aine#järjestö
ainejärjestölehden	NOUN	aine#järjestö#lehti
ainejärjestöllä	NOUN	aine#järjestö
ainejärjestömme	NOUN	aine#järjestö
ainejärjestön	NOUN	aine#järjestö
ainejärjestönsä	NOUN	aine#järjestö
ainejärjestöt	NOUN	aine#järjestö
ainekset	NOUN	aines
aineksia	NOUN	aines
aineksista	NOUN	aines
ainesosien	NOUN	aines#osa
ainesten	NOUN	aines
ainestenkin	NOUN	aines
ainetta	NOUN	aine
ainevalintamahdollisuuksia	NOUN	aine#valinta#mahdollisuus
ainoaa	PRON	ainoa
ainoaksi	PRON	ainoa
ainoalla	PRON	ainoa
ainoan	PRON	ainoa
ainoana	PRON	ainoa
ainoassa	ADJ	ainoa
ainoasta	PRON	ainoa
ainoat	PRON	ainoa
ainoatakaan	PRON	ainoa
ainokaisella	ADJ	ainokainen
ainoot	PRON	ainoa
ainutkertaisia	ADJ	ainutkertainen
ainutlaatuisen	ADJ	ainutlaatuinen
ainutlaatuisia	ADJ	ainutlaatuinen
ainutlaatuisten	ADJ	ainutlaatuinen
ainutlaatuisuutta	NOUN	ainutlaatuisuus
aio	AUX	aikoa
aioimme	AUX	aikoa
aioloksenharpuksi	NOUN	aioloksen#harppu
aiomme	AUX	aikoa
aion	AUX	aikoa
aiotaan	AUX	aikoa
aiotaanko	AUX	aikoa
aiotsä	VERB	aikoa#sä
aiotte	AUX	aikoa
aiotusta	VERB	aikoa
airesin	PROPN	Aires
airlinesin	PROPN	Airlines
airwaysin	PROPN	Airways
aistinvaraisin	ADJ	aistin#varainen
aistit	NOUN	aisti
aistittavissa	VERB	aistia
aitaan	NOUN	aita
aitan	NOUN	aitta
aitassa	NOUN	aitta
aitaukseen	NOUN	aitaus
aitaukset	NOUN	aitaus
aitauksien	NOUN	aitaus
aitoa	ADJ	aito
aitoja	ADJ	aito
aitojamakuja.fi-palvelussa	NOUN	Aitojamakuja.fi#palvelu
aitojamakuja.fi-sivusto	NOUN	Aitojamakuja.fi#sivusto
aitojen	NOUN	aita
aitolahdesta	PROPN	Aitolahti
aivasti	VERB	aivastaa
aivoihin	NOUN	aivot
aivoillaan	NOUN	aivot
aivoissa	NOUN	aivot
aivoista	NOUN	aivot
aivojen	NOUN	aivot
aivokuolleesta	ADJ	aivo#kuollut
aivotärähdyksen	NOUN	aivo#tärähdys
ajaakin	VERB	ajaa
ajaessa	VERB	ajaa
ajaksi	NOUN	aika
ajalla	NOUN	aika
ajallaan	NOUN	aika
ajalta	NOUN	aika
ajama	VERB	ajaa
ajamaan	VERB	ajaa
ajamalla	VERB	ajaa
ajamatta	VERB	ajaa
ajamille	VERB	ajaa
ajamiseen	NOUN	ajaminen
ajamisesta	NOUN	ajaminen
ajamista	NOUN	ajaminen
ajamme	VERB	ajaa
ajan	NOUN	aika
ajan	VERB	ajaa
ajaneen	VERB	ajaa
ajaneet	VERB	ajaa
ajanjaksoista	NOUN	ajan#jakso
ajanjaksojen	NOUN	ajan#jakso
ajanjaksolla	NOUN	ajan#jakso
ajanjaksolle	NOUN	ajan#jakso
ajanjakson	NOUN	ajan#jakso
ajankohdasta	NOUN	ajan#kohta
ajankohtaa	NOUN	ajan#kohta
ajankohtaan	NOUN	ajan#kohta
ajankohtaisasiat	NOUN	ajan#kohtais#asia
ajankohtaiseen	ADJ	ajan#kohtainen
ajankohtaiset	ADJ	ajan#kohtainen
ajankohtaisia	ADJ	ajan#kohtainen
ajankohtaisiin	ADJ	ajan#kohtainen
ajankohtaisista	ADJ	ajan#kohtainen
ajankohtaispuolella	NOUN	ajan#kohtais#puoli
ajankohtaista	ADJ	ajan#kohtainen
ajankohtaistamisesta	NOUN	ajankohtaistaminen
ajankohtaisuuteen	NOUN	ajan#kohtaisuus
ajankohtana	NOUN	ajan#kohta
ajanlaskun	NOUN	ajan#lasku
ajanmukaista	ADJ	ajan#mukainen
ajantasaisia	ADJ	ajan#tasainen
ajantasaista	ADJ	ajan#tasainen
ajantasaistamista	NOUN	ajantasaistaminen
ajantasaistettava	VERB	ajantasaistaa
ajanut	VERB	ajaa
ajas	NOUN	aika
ajassa	NOUN	aika
ajasta	NOUN	aika
ajastaan	NOUN	aika
ajastimen	NOUN	ajastin
ajastimilla	NOUN	ajastin
ajat	NOUN	aika
ajatellakin	VERB	ajatella
ajatelleet	VERB	ajatella
ajatellen	VERB	ajatella
ajatellessaan	VERB	ajatella
ajatellut	VERB	ajatella
ajatellutkin	VERB	ajatella
ajateltavaa	VERB	ajatella
ajateltiin	VERB	ajatella
ajateltti	VERB	ajatella
ajateltu	VERB	ajatella
ajattele	VERB	ajatella
ajattelee	VERB	ajatella
ajattelemaan	VERB	ajatella
ajattelemasta	VERB	ajatella
ajattelematta	VERB	ajatella
ajattelen	VERB	ajatella
ajattelenki	VERB	ajatella
ajattelet	VERB	ajatella
ajatteleva	VERB	ajatella
ajattelevansa	VERB	ajatella
ajattelevatpahan	VERB	ajatella
ajatteli	VERB	ajatella
ajattelijaa	NOUN	ajattelija
ajattelin	VERB	ajatella
ajattelit	VERB	ajatella
ajattelivat	VERB	ajatella
ajattelua	NOUN	ajattelu
ajatteluaan	NOUN	ajattelu
ajatteluakin	NOUN	ajattelu
ajattelukykyni	NOUN	ajattelu#kyky
ajattelun	NOUN	ajattelu
ajattelussa	NOUN	ajattelu
ajattelusta	NOUN	ajattelu
ajatukseen	NOUN	ajatus
ajatuksella	NOUN	ajatus
ajatuksen	NOUN	ajatus
ajatuksena	NOUN	ajatus
ajatuksensa	NOUN	ajatus
ajatuksesta	NOUN	ajatus
ajatukset	NOUN	ajatus
ajatuksia	NOUN	ajatus
ajatuksiaan	NOUN	ajatus
ajatuksiin	NOUN	ajatus
ajatuksiinsa	NOUN	ajatus
ajatuksiisi	NOUN	ajatus
ajatuksiksi	NOUN	ajatus
ajatuksineni	NOUN	ajatus
ajatuksis	NOUN	ajatus
ajatuksistaan	NOUN	ajatus
ajatuksistasi	NOUN	ajatus
ajatunut	VERB	ajautua
ajatuskin	NOUN	ajatus
ajatusta	NOUN	ajatus
ajatusten	NOUN	ajatus
ajatusviivalla	NOUN	ajatus#viiva
ajatusvirtani	NOUN	ajatus#virta
ajauduttua	VERB	ajautua
ajautui	VERB	ajautua
ajautumisen	NOUN	ajautuminen
ajautumista	NOUN	ajautuminen
ajautuneen	VERB	ajautua
ajautuneet	VERB	ajautua
ajautunut	VERB	ajautua
ajautuu	VERB	ajautua
ajautuvan	VERB	ajautua
ajavaan	VERB	ajaa
ajavat	VERB	ajaa
ajelehtii	VERB	ajelehtia
ajelehtinut	VERB	ajelehtia
ajelemaan	VERB	ajella
ajelua	NOUN	ajelu
ajelulle	NOUN	ajelu
ajetaan	VERB	ajaa
ajettaisiin	VERB	ajaa
ajettavakseen	VERB	ajaa
ajettiin	VERB	ajaa
ajettu	VERB	ajaa
ajettujen	VERB	ajaa
ajo-ominaisuuksiltaan	NOUN	ajo#ominaisuus
ajoi	VERB	ajaa
ajoiksi	NOUN	aika
ajoimme	VERB	ajaa
ajoin	VERB	ajaa
ajoista	NOUN	aika
ajoit	VERB	ajaa
ajoittaista	ADJ	ajoittainen
ajoittamaan	VERB	ajoittaa
ajojaksojen	NOUN	ajo#jakso
ajokaistaan	NOUN	ajo#kaista
ajokortin	NOUN	ajo#kortti
ajokorttia	NOUN	ajo#kortti
ajokuntoisen	ADJ	ajo#kuntoinen
ajomatkan	NOUN	ajo#matka
ajoneuvoa	NOUN	ajo#neuvo
ajoneuvoihin	NOUN	ajo#neuvo
ajoneuvoilla	NOUN	ajo#neuvo
ajoneuvojen	NOUN	ajo#neuvo
ajoneuvolla	NOUN	ajo#neuvo
ajoneuvon	NOUN	ajo#neuvo
ajoneuvoon	NOUN	ajo#neuvo
ajoneuvot	NOUN	ajo#neuvo
ajoporot	NOUN	ajo#poro
akaasioissa	NOUN	akaasia
akademin	PROPN	Akademi
akademissa	PROPN	Akademi
akan	NOUN	akka
akateemiseen	ADJ	akateeminen
akateemisen	ADJ	akateeminen
akateemiset	ADJ	akateeminen
akateemisille	ADJ	akateeminen
akateemisten	ADJ	akateeminen
akatemian	NOUN	akatemia
akatemiassa	NOUN	akatemia
akatemiasta	NOUN	akatemia
akatemiatutkijaa	NOUN	akatemia#tutkija
akatemiatutkijaksi	NOUN	akatemia#tutkija
akatemiatutkijat	NOUN	akatemia#tutkija
akhaijien	NOUN	akhaijit
akillesvaivoja	NOUN	akilles#vaiva
akkojen	NOUN	akka
akkujen	NOUN	akku
akkutyökalua	NOUN	akku#työ#kalu
akkuun	NOUN	akku
akp:n	PROPN	AKP
akselilla	NOUN	akseli
akselinsa	NOUN	akseli
akseliset	ADJ	akselinen
aksulle	PROPN	Aksu
akt-maiden	NOUN	AKT#maa
akt:n	NOUN	AKT
aktiivikodiksi	NOUN	aktiivi#koti
aktiiviseksi	ADJ	aktiivinen
aktiivisempaa	ADJ	aktiivinen
aktiivisempia	ADJ	aktiivinen
aktiivisen	ADJ	aktiivinen
aktiivisessa	ADJ	aktiivinen
aktiivisia	ADJ	aktiivinen
aktiivisiin	ADJ	aktiivinen
aktiivisin	ADJ	aktiivinen
aktiivista	ADJ	aktiivinen
aktiivisten	ADJ	aktiivinen
aktiivisuutta	NOUN	aktiivisuus
aktivaation	NOUN	aktivaatio
aktivaatiota	NOUN	aktivaatio
aktiviteeteilla	NOUN	aktiviteetti
aktiviteetteja	NOUN	aktiviteetti
aktiviteettia	NOUN	aktiviteetti
aktivoimiseen	NOUN	aktivoiminen
aktivointitoimenpiteitä	NOUN	aktivointi#toimen#pide
aktivoituneen	VERB	aktivoitua
aktivoituu	VERB	aktivoitua
aktivoivat	VERB	aktivoida
akupunktio-alan	NOUN	akupunktio#ala
akustista	ADJ	akustinen
akuutit	ADJ	akuutti
akuutteja	ADJ	akuutti
akuuttia	ADJ	akuutti
akvaarion	NOUN	akvaario
akvaariossa	NOUN	akvaario
akvarellimaalauskurssia	NOUN	akvarelli#maalaus#kurssi
akvarellimaalausta	NOUN	akvarelli#maalaus
al-qaidan	PROPN	al-Qaida
al-zaidia	PROPN	al-Zaidi
al-zaidille	PROPN	al-Zaidi
al-zaidin	PROPN	al-Zaidi
ala	VERB	alkaa
ala-arvoisen	ADJ	ala#arvoinen
ala-arvoisia	ADJ	ala#arvoinen
ala-asteelta	NOUN	ala#aste
ala-asteen	NOUN	ala#aste
ala-aulassa	NOUN	ala#aula
ala-egyptistä	NOUN	Ala-Egypti
ala-itävallan	PROPN	Ala-Itävalta
alaa	NOUN	ala
alaamme	NOUN	ala
alaan	NOUN	ala
alahuoneen	NOUN	ala#huone
alaikäisten	ADJ	ala#ikäinen
alaiseksi	ADJ	alainen
alaisen	ADJ	alainen
